System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2(absolute) rhol rhos viscosity aH2O chisqr
96 500.00 1064.22 48.803081 0.9511148642653817 0.934839 -603331.927190 132.834784 19.996903 69.834533 -1204.602807 2182.501344 -10.098 -10.098 2.483024 1.830925 2.902 n/a n/a
98 500.00 1064.80 49.751958 0.9504299896943905 0.933988 -614094.298769 135.384024 20.356766 71.200075 -1238.172770 2230.076461 -10.104 -10.104 2.487025 1.835262 2.876 n/a n/a
96 500.00 1066.25 49.038449 0.9505126150606108 0.933859 -607801.141842 133.588519 20.125182 70.275856 -1232.497971 2198.865551 -9.925 -9.925 2.480123 1.823155 2.902 n/a n/a
97 500.00 1059.23 46.426188 0.9532984661546261 0.937846 -574468.864199 126.277500 19.064271 66.252721 -1101.905544 2059.621836 -10.350 -10.350 2.475371 1.829799 2.983 n/a n/a
99 500.00 1059.81 47.294606 0.9526486832982120 0.937045 -584285.970350 128.610639 19.393608 67.497675 -1131.561715 2102.880371 -10.358 -10.358 2.479279 1.834231 2.957 n/a n/a
97 500.00 1061.23 46.620502 0.9528075231891892 0.937027 -578337.362937 126.912627 19.173046 66.627596 -1124.612305 2072.606167 -10.172 -10.172 2.472514 1.822244 2.983 n/a n/a
98 500.00 1054.24 44.266884 0.9552769405858044 0.940555 -548301.415109 120.313304 18.218386 63.004766 -1013.178973 1949.693273 -10.603 -10.603 2.467823 1.828044 3.062 n/a n/a
100 500.00 1054.81 45.064016 0.9546620573891504 0.939802 -557285.711073 122.455119 18.520805 64.143238 -1039.509194 1989.179477 -10.614 -10.614 2.471630 1.832520 3.037 n/a n/a
98 500.00 1056.22 44.429221 0.9548792880802560 0.939872 -551690.632510 120.854867 18.311680 63.326960 -1031.764707 1959.999830 -10.422 -10.422 2.465018 1.820716 3.063 n/a n/a
99 500.00 1049.25 42.296022 0.9570696142412508 0.942998 -524460.067942 114.862833 17.447276 60.045945 -936.082037 1850.830532 -10.858 -10.858 2.460395 1.825766 3.141 n/a n/a
101 500.00 1049.81 43.029797 0.9564889365305304 0.942290 -532708.046724 116.834699 17.725871 61.090105 -959.569501 1887.006588 -10.872 -10.872 2.464093 1.830247 3.115 n/a n/a
99 500.00 1051.20 42.433416 0.9567501616808035 0.942429 -527464.528866 115.330307 17.528226 60.326156 -951.374523 1859.004630 -10.673 -10.673 2.457648 1.818670 3.143 n/a n/a
100 500.00 1044.26 40.489144 0.9586942177906914 0.945202 -502636.510619 109.859558 16.740957 57.338732 -868.722725 1761.474203 -11.115 -11.115 2.453093 1.823062 3.218 n/a n/a
102 500.00 1044.82 41.166433 0.9581465421212368 0.944537 -510231.294771 111.679971 16.998390 58.299107 -889.769647 1794.735312 -11.131 -11.131 2.456680 1.827518 3.193 n/a n/a
100 500.00 1046.18 40.607069 0.9584402337081950 0.944730 -505330.066861 110.268150 16.812020 57.585310 -881.370377 1767.942645 -10.926 -10.926 2.450413 1.816195 3.221 n/a n/a
101 500.00 1039.27 38.825631 0.9601675333592694 0.947193 -482572.226304 105.247451 16.091060 54.851508 -809.551928 1680.322809 -11.371 -11.371 2.445922 1.820024 3.295 n/a n/a
103 500.00 1039.82 39.452402 0.9596512240176663 0.946568 -489585.627955 106.932447 16.329629 55.737221 -828.496045 1711.008444 -11.390 -11.390 2.449394 1.824431 3.270 n/a n/a
101 500.00 1041.16 38.928356 0.9599681482670492 0.946801 -485012.709294 105.609066 16.154164 55.070985 -820.068124 1685.422236 -11.180 -11.180 2.443315 1.813375 3.298 n/a n/a
102 500.00 1034.28 37.288051 0.9615057948625653 0.948996 -464049.691188 100.979180 15.490536 52.557545 -757.286539 1606.282167 -11.628 -11.628 2.438883 1.816733 3.370 n/a n/a
104 500.00 1034.82 37.869489 0.9610189112904665 0.948409 -470543.899173 102.542686 15.712229 53.376511 -774.412803 1634.684718 -11.649 -11.649 2.442239 1.821074 3.346 n/a n/a
102 500.00 1036.15 37.378906 0.9613515642422100 0.948671 -466282.400595 101.303143 15.547199 52.755039 -766.082632 1610.280214 -11.434 -11.434 2.436356 1.810286 3.374 n/a n/a
103 500.00 1029.29 35.861634 0.9627249057988706 0.950634 -446885.461281 97.014681 14.933437 50.434205 -710.853164 1538.426992 -11.884 -11.884 2.431975 1.813261 3.444 n/a n/a
105 500.00 1029.82 36.402256 0.9622653548248886 0.950081 -452914.457889 98.468815 15.139979 51.193307 -726.402219 1564.798619 -11.907 -11.907 2.435214 1.817525 3.420 n/a n/a
103 500.00 1031.13 35.943210 0.9626074321610835 0.950365 -448945.791509 97.308279 14.984856 50.613714 -718.263231 1541.538151 -11.688 -11.688 2.429536 1.806998 3.449 n/a n/a
104 500.00 1024.30 34.533862 0.9638405137570824 0.952130 -430924.647983 93.320016 14.414738 48.462298 -669.346675 1475.971430 -12.139 -12.139 2.425198 1.809678 3.517 n/a n/a
106 500.00 1024.83 35.037607 0.9634062061792278 0.951610 -436535.421579 94.675349 14.607626 49.167533 -683.521213 1500.529657 -12.164 -12.164 2.428317 1.813857 3.494 n/a n/a
104 500.00 1026.11 34.608158 0.9637521334087151 0.951905 -432840.074707 93.588901 14.461849 48.626928 -675.646043 1478.368927 -11.942 -11.942 2.422850 1.803578 3.522 n/a n/a
105 500.00 1019.31 33.294127 0.9648679635629663 0.953507 -416036.424260 89.866436 13.930191 46.625550 -631.999661 1418.246216 -12.393 -12.393 2.418547 1.806041 3.589 n/a n/a
107 500.00 1019.83 33.764443 0.9644569573788142 0.953015 -421270.020164 91.132218 14.110731 47.282161 -644.969444 1441.178662 -12.420 -12.420 2.421548 1.810130 3.566 n/a n/a
105 500.00 1021.10 33.362659 0.9648015092409111 0.953315 -417828.018365 90.114930 13.973720 46.777680 -637.418565 1420.070830 -12.195 -12.195 2.416297 1.800083 3.595 n/a n/a
106 500.00 1014.32 32.133444 0.9658215979690291 0.954784 -402110.317611 86.629585 13.476211 44.913599 -598.168756 1364.786861 -12.645 -12.645 2.412021 1.802404 3.660 n/a n/a
108 500.00 1014.83 32.573364 0.9654323558083078 0.954320 -407002.750489 87.813955 13.645543 45.526221 -610.072754 1386.255346 -12.674 -12.674 2.414903 1.806401 3.637 n/a n/a
106 500.00 1016.08 32.197332 0.9657706470786512 0.954616 -403793.906249 86.860922 13.516710 45.055016 -602.895990 1366.150824 -12.447 -12.447 2.409873 1.796569 3.666 n/a n/a
107 500.00 1009.34 31.044198 0.9667146375815535 0.955980 -389052.804340 83.588822 13.049768 43.307831 -567.313360 1314.907546 -12.894 -12.894 2.405620 1.798809 3.730 n/a n/a
109 500.00 1009.83 31.456409 0.9663457597817060 0.955541 -393635.917581 84.698987 13.208902 43.880509 -578.269106 1335.051581 -12.925 -12.925 2.408382 1.802712 3.707 n/a n/a
107 500.00 1011.06 31.104244 0.9666726190749454 0.955827 -390640.087200 83.805341 13.087656 43.439848 -571.516276 1315.905183 -12.697 -12.697 2.403577 1.793079 3.736 n/a n/a
108 500.00 1004.35 30.019921 0.9675614570802682 0.957115 -376784.473712 80.726608 12.648286 41.801691 -538.947676 1268.288157 -13.141 -13.141 2.399342 1.795300 3.798 n/a n/a
110 500.00 1004.84 30.406813 0.9672118922408285 0.956700 -381086.523838 81.768988 12.798114 42.338044 -549.051525 1287.229297 -13.173 -13.173 2.401987 1.799109 3.776 n/a n/a
108 500.00 1006.04 30.076642 0.9675218876172010 0.956967 -378283.567906 80.929883 12.683860 41.925203 -542.772236 1268.996834 -12.944 -12.944 2.397406 1.789657 3.805 n/a n/a
109 500.00 999.36 29.055175 0.9683739962654657 0.958205 -365238.569465 78.028169 12.269611 40.386728 -512.680772 1224.578706 -13.386 -13.386 2.393190 1.791914 3.866 n/a n/a
111 500.00 999.84 29.418893 0.9680430822863134 0.957814 -369284.808354 79.008522 12.410929 40.889994 -522.010897 1242.422478 -13.418 -13.418 2.395718 1.795628 3.844 n/a n/a
109 500.00 1001.03 29.108846 0.9683311591464463 0.958055 -366654.582733 78.219112 12.303063 40.502282 -516.245525 1225.057429 -13.190 -13.190 2.391361 1.786343 3.873 n/a n/a
110 500.00 994.37 28.145349 0.9691624987587584 0.959265 -354358.395788 75.480939 11.911928 39.055726 -488.192104 1183.485111 -13.627 -13.627 2.387166 1.788681 3.932 n/a n/a
112 500.00 994.84 28.487835 0.9688498367747143 0.958896 -358171.566913 76.404479 12.045453 39.528826 -496.813080 1200.324279 -13.660 -13.660 2.389579 1.792302 3.911 n/a n/a
110 500.00 996.01 28.196055 0.9691113310005387 0.959105 -355694.152935 75.659955 11.943366 39.163602 -491.593777 1183.778346 -13.433 -13.433 2.385443 1.783171 3.940 n/a n/a
111 500.00 989.38 27.286506 0.9699353501398791 0.960305 -344095.444852 73.074162 11.573698 37.802480 -465.223175 1144.761221 -13.864 -13.864 2.381275 1.785630 3.997 n/a n/a
113 500.00 989.84 27.609529 0.9696407132235072 0.959958 -347696.156797 73.945636 11.700079 38.248062 -473.189342 1160.678246 -13.899 -13.899 2.383574 1.789158 3.976 n/a n/a
111 500.00 990.99 27.334185 0.9698716282134661 0.960130 -345352.044302 73.241260 11.603166 37.902754 -468.537299 1144.900291 -13.672 -13.672 2.379654 1.780167 4.006 n/a n/a
112 500.00 984.39 26.475251 0.9706989694765878 0.961334 -334407.784940 70.798528 11.253603 36.621597 -443.570050 1108.201784 -14.098 -14.098 2.375521 1.782783 4.061 n/a n/a
114 500.00 984.85 26.780434 0.9704222054051922 0.961010 -337814.799554 71.622285 11.373436 37.042076 -450.928424 1123.270863 -14.134 -14.134 2.377710 1.786221 4.040 n/a n/a
112 500.00 985.98 26.519734 0.9706194570104210 0.961140 -335585.115703 70.953438 11.281096 36.714201 -446.851861 1108.206330 -13.909 -13.909 2.373997 1.777358 4.070 n/a n/a
113 500.00 979.40 25.708618 0.9714578365563132 0.962358 -325258.680447 68.645869 10.950506 35.508332 -423.075472 1073.635744 -14.329 -14.329 2.369910 1.780164 4.124 n/a n/a
115 500.00 979.85 25.997454 0.9711987814903064 0.962056 -328489.130312 69.425904 11.064335 35.905915 -429.868066 1087.924411 -14.365 -14.365 2.371992 1.783514 4.103 n/a n/a
113 500.00 980.96 25.749668 0.9713603608771647 0.962142 -326355.890765 68.788144 10.975983 35.593111 -426.361467 1073.515412 -14.143 -14.143 2.368478 1.774764 4.133 n/a n/a
114 500.00 974.41 24.983973 0.9722146465419971 0.963381 -316615.444318 66.608902 10.663404 34.458448 -403.620715 1040.919918 -14.557 -14.557 2.364447 1.777790 4.186 n/a n/a
116 500.00 974.85 25.257837 0.9719730610676978 0.963102 -319684.996070 67.348892 10.771731 34.835154 -409.886220 1054.490235 -14.593 -14.593 2.366425 1.781057 4.165 n/a n/a
114 500.00 975.94 25.021320 0.9720980897124193 0.963142 -317631.347738 66.738014 10.686807 34.535206 -406.930957 1040.676275 -14.373 -14.373 2.363100 1.772406 4.196 n/a n/a
115 500.00 969.42 24.298933 0.9729705625277854 0.964405 -308448.517450 64.681024 10.391402 33.468103 -385.117537 1009.933229 -14.781 -14.781 2.359137 1.775679 4.246 n/a n/a
117 500.00 969.86 24.559093 0.9727460944304900 0.964147 -311371.497163 65.384350 10.494689 33.825780 -390.892399 1022.842597 -14.817 -14.817 2.361017 1.778867 4.226 n/a n/a
115 500.00 970.92 24.332305 0.9728347720643913 0.964142 -309381.923193 64.796439 10.412664 33.536644 -388.458551 1009.561799 -14.600 -14.600 2.357868 1.770300 4.257 n/a n/a
116 500.00 964.43 23.651310 0.9737255245468348 0.965429 -300730.759885 62.856150 10.133682 32.533767 -367.500678 980.571625 -15.002 -15.002 2.353986 1.773847 4.306 n/a n/a
118 500.00 964.86 23.898932 0.9735176965733611 0.965192 -303520.254456 63.525919 10.232355 32.874104 -372.819684 992.873324 -15.039 -15.039 2.355771 1.776961 4.286 n/a n/a
116 500.00 965.91 23.680455 0.9735711639635196 0.965143 -301580.720293 62.957390 10.152741 32.593922 -370.868650 980.063902 -14.824 -14.824 2.352788 1.768460 4.317 n/a n/a
117 500.00 960.89 23.063763 0.9743069392438881 0.966145 -294202.904776 61.215283 9.906289 31.703809 -354.105226 952.089112 -15.045 -15.045 2.347862 1.766902 4.376 n/a n/a
117 500.00 959.44 23.039061 0.9744256763216748 0.966397 -293437.152351 61.128417 9.889600 31.651445 -351.057739 952.886707 -15.220 -15.220 2.348979 1.773012 4.364 n/a n/a
119 500.00 959.86 23.275217 0.9740887742817026 0.966026 -296105.722096 61.766972 9.984362 31.974012 -356.895716 965.029949 -15.257 -15.257 2.350624 1.777933 4.346 n/a n/a
118 500.00 954.45 22.459895 0.9741908083443804 0.966393 -286543.342585 59.488672 9.659979 30.805824 -340.906074 928.976567 -15.435 -15.435 2.343806 1.785580 4.429 n/a n/a
120 500.00 954.86 22.684538 0.9739071887514374 0.966110 -289089.545609 60.096513 9.750136 31.112609 -345.512756 940.168665 -15.472 -15.472 2.345363 1.791310 4.411 n/a n/a
118 500.00 955.87 22.480354 0.9747258637338474 0.966816 -287226.530621 59.563850 9.673252 30.859114 -340.059490 926.379507 -15.263 -15.263 2.342985 1.769998 4.436 n/a n/a
119 500.00 949.46 21.894450 0.9748130140158454 0.967336 -279811.417607 57.895277 9.433684 29.987415 -324.955443 903.142233 -15.648 -15.648 2.338820 1.789598 4.492 n/a n/a
121 500.00 949.87 22.106868 0.9746480516801477 0.967150 -282224.305262 58.471586 9.519424 30.277930 -329.184218 913.850367 -15.685 -15.685 2.340296 1.792207 4.474 n/a n/a
119 500.00 950.86 21.926387 0.9745879398110409 0.966971 -280607.266160 57.992095 9.451981 30.050418 -328.562921 902.651997 -15.478 -15.478 2.338039 1.784813 4.500 n/a n/a
120 500.00 944.48 21.357233 0.9756023734138382 0.968399 -273413.686305 56.381181 9.218468 29.212265 -309.849769 878.723340 -15.858 -15.858 2.334021 1.788678 4.554 n/a n/a
122 500.00 944.87 21.560662 0.9754519351835170 0.968231 -275732.011694 56.933419 9.300881 29.490450 -313.732944 888.989682 -15.896 -15.896 2.335419 1.791238 4.536 n/a n/a
120 500.00 945.84 21.383410 0.9753680553662285 0.968023 -274115.839000 56.460571 9.234089 29.265224 -313.392068 878.016559 -15.691 -15.691 2.333274 1.783800 4.563 n/a n/a
121 500.00 939.49 20.850418 0.9763767747552561 0.969445 -267377.654259 54.950018 9.014955 28.482021 -295.549128 855.638573 -16.067 -16.067 2.329408 1.788157 4.615 n/a n/a
123 500.00 939.87 21.045649 0.9762398922474602 0.969294 -269610.033481 55.480267 9.094331 28.748991 -299.116603 865.501599 -16.104 -16.104 2.330733 1.790676 4.597 n/a n/a
121 500.00 940.82 20.870925 0.9761351628867930 0.969060 -267988.835387 55.012378 9.027953 28.525231 -299.013088 854.711751 -15.902 -15.902 2.328690 1.783176 4.625 n/a n/a
122 500.00 934.50 20.372127 0.9771350245476014 0.970471 -261680.798398 53.596641 8.822450 27.793768 -282.016136 833.811832 -16.274 -16.274 2.324979 1.788037 4.675 n/a n/a
124 500.00 934.87 20.559873 0.9770107531759737 0.970337 -263834.984868 54.106781 8.899052 28.050528 -285.295488 843.306600 -16.312 -16.312 2.326235 1.790522 4.657 n/a n/a
122 500.00 935.80 20.387086 0.9768879941035723 0.970081 -262203.987781 53.642442 8.832889 27.827556 -285.390108 832.663025 -16.111 -16.111 2.324285 1.782944 4.685 n/a n/a
123 500.00 929.51 19.920594 0.9778760420219109 0.971477 -256302.009494 52.316209 8.640299 27.144784 -269.215005 813.171465 -16.480 -16.480 2.320730 1.788316 4.734 n/a n/a
125 500.00 929.88 20.101499 0.9777634704515284 0.971357 -258384.982349 52.807936 8.714364 27.392238 -272.231588 822.329891 -16.518 -16.518 2.321922 1.790775 4.716 n/a n/a
123 500.00 930.79 19.930153 0.9776253434094525 0.971082 -256740.384790 52.345987 8.648252 27.169499 -272.489209 811.800326 -16.319 -16.319 2.320057 1.783104 4.745 n/a n/a
124 500.00 924.52 19.494157 0.9785988985270929 0.972460 -251221.501313 51.104174 8.467883 26.532525 -257.111026 793.649783 -16.684 -16.684 2.316660 1.788996 4.792 n/a n/a
126 500.00 924.88 19.668805 0.9784971547178796 0.972354 -253239.545643 51.579021 8.539625 26.771487 -259.888099 802.500905 -16.723 -16.723 2.317792 1.791436 4.774 n/a n/a
124 500.00 925.77 19.498487 0.9783461298667105 0.972064 -251578.379875 51.118511 8.473432 26.548534 -260.277659 792.057469 -16.526 -16.526 2.316004 1.783655 4.803 n/a n/a
125 500.00 919.53 19.091257 0.9793028332352817 0.973420 -246420.733112 49.956264 8.304621 25.954616 -245.670371 775.182743 -16.888 -16.888 2.312765 1.790077 4.848 n/a n/a
127 500.00 919.88 19.260175 0.9792110876416160 0.973326 -248379.512281 50.415614 8.374234 26.185818 -248.229231 783.752969 -16.927 -16.927 2.313839 1.792503 4.831 n/a n/a
125 500.00 920.75 19.090545 0.9790494299152286 0.973024 -246699.518091 49.955775 8.307853 25.962296 -248.723521 773.371748 -16.732 -16.732 2.312122 1.784600 4.861 n/a n/a
126 500.00 914.54 18.710430 0.9799872527027262 0.974355 -241882.339452 48.868469 8.149964 25.408840 -234.860051 757.709741 -17.092 -17.092 2.309039 1.791556 4.904 n/a n/a
128 500.00 914.88 18.874093 0.9799047192450994 0.974273 -243786.959884 49.313571 8.217623 25.632942 -237.220183 766.023090 -17.131 -17.131 2.310060 1.793977 4.887 n/a n/a
126 500.00 915.74 18.704874 0.9797344887671831 0.973960 -242086.472768 48.853792 8.150970 25.408574 -237.795523 755.683690 -16.937 -16.937 2.308409 1.785936 4.918 n/a n/a
127 500.00 909.55 18.350302 0.9806517199564206 0.975264 -237590.063841 47.837029 8.003397 24.893128 -224.647992 741.173461 -17.296 -17.296 2.305480 1.793435 4.959 n/a n/a
129 500.00 909.89 18.509140 0.9805776554381489 0.975193 -239445.132751 48.269012 8.069261 25.110725 -226.827213 749.251784 -17.335 -17.335 2.306450 1.795855 4.942 n/a n/a
127 500.00 910.72 18.340108 0.9804007172162299 0.974873 -237722.987127 47.808815 8.002269 24.885298 -227.463072 738.936899 -17.142 -17.142 2.304859 1.787665 4.973 n/a n/a
128 500.00 904.56 18.009584 0.9812959374042796 0.976147 -233528.694321 46.858421 7.864433 24.405549 -215.003143 725.519762 -17.499 -17.499 2.302083 1.795710 5.013 n/a n/a
130 500.00 904.89 18.163986 0.9812296399321667 0.976085 -235338.370964 47.278305 7.928645 24.617178 -217.017746 733.382945 -17.539 -17.539 2.303006 1.798137 4.996 n/a n/a
128 500.00 905.70 17.994962 0.9810476789503171 0.975761 -233593.817944 46.817323 7.861266 24.390534 -217.696352 723.077948 -17.347 -17.347 2.301470 1.789786 5.028 n/a n/a
129 500.00 899.57 17.687071 0.9819197265042581 0.977004 -229684.000193 45.929345 7.732616 23.944305 -205.895604 710.697574 -17.704 -17.704 2.298842 1.798381 5.067 n/a n/a
131 500.00 899.89 17.837390 0.9818605333582049 0.976951 -231452.041219 46.338054 7.795308 24.150451 -207.760496 718.363723 -17.744 -17.744 2.299720 1.800818 5.049 n/a n/a
129 500.00 900.68 17.668234 0.9814308973552298 0.976370 -229687.322729 45.873768 7.727616 23.921612 -209.174771 708.365098 -17.439 -17.439 2.298226 1.796728 5.082 n/a n/a
130 500.00 894.58 17.381634 0.9822512833384235 0.977553 -226045.609802 45.044200 7.607638 23.506781 -198.103081 697.021454 -17.770 -17.770 2.295742 1.806537 5.119 n/a n/a
132 500.00 894.90 17.528188 0.9823666417141544 0.977680 -227773.602817 45.444112 7.668860 23.708463 -199.356976 704.297071 -17.895 -17.895 2.296587 1.805722 5.101 n/a n/a
130 500.00 895.67 17.355281 0.9819475514901363 0.977140 -225922.190023 44.969328 7.599019 23.472973 -200.516699 694.015263 -17.505 -17.505 2.295122 1.803555 5.134 n/a n/a
131 500.00 889.59 17.088294 0.9827812130585472 0.978327 -222525.477920 44.194234 7.487024 23.087263 -189.958508 683.552985 -17.828 -17.828 2.292780 1.813304 5.170 n/a n/a
133 500.00 889.90 17.234276 0.9827338899802289 0.978286 -224268.434262 44.590533 7.548265 23.287872 -191.620958 691.005159 -17.950 -17.950 2.293591 1.815514 5.153 n/a n/a
131 500.00 890.65 17.057119 0.9825433142446425 0.977963 -222332.426644 44.106570 7.476374 23.046361 -192.199629 680.322644 -17.569 -17.569 2.292156 1.807241 5.187 n/a n/a
134 500.00 884.90 16.951777 0.9833127572718373 0.979079 -220885.125138 43.770876 7.432160 22.884828 -183.800105 678.065440 -18.005 -18.005 2.290731 1.819300 5.204 n/a n/a
132 500.00 884.60 16.809230 0.9833485914521756 0.979111 -219177.838797 43.384018 7.372203 22.688790 -182.248935 670.768209 -17.886 -17.886 2.289951 1.817506 5.221 n/a n/a
132 500.00 885.63 16.774515 0.9831178425097721 0.978757 -218931.833368 43.286208 7.359927 22.642242 -184.359235 667.352999 -17.633 -17.633 2.289324 1.811277 5.238 n/a n/a
135 500.00 879.90 16.683701 0.9838793898883310 0.979847 -217677.492848 42.990577 7.321831 22.502639 -176.440605 665.811647 -18.060 -18.060 2.288002 1.822672 5.254 n/a n/a
133 500.00 879.61 16.544508 0.9838948244075805 0.979865 -216004.126015 42.612834 7.263101 22.310986 -174.990915 658.657958 -17.943 -17.943 2.287253 1.821986 5.271 n/a n/a
133 500.00 880.62 16.506494 0.9836710615924380 0.979522 -215708.508758 42.505570 7.249299 22.259172 -176.971121 655.064991 -17.697 -17.697 2.286622 1.815653 5.289 n/a n/a
136 500.00 874.91 16.429142 0.9844327702352516 0.980588 -214634.378417 42.247136 7.216920 22.139957 -169.518733 654.204111 -18.115 -18.115 2.285401 1.825610 5.304 n/a n/a
134 500.00 874.63 16.293072 0.9844290172310867 0.980594 -212992.434896 41.877907 7.159330 21.952378 -168.159753 647.182035 -18.001 -18.001 2.284681 1.826066 5.321 n/a n/a
134 500.00 875.60 16.252144 0.9842029132412919 0.980258 -212651.291973 41.762144 7.144133 21.895799 -170.012432 643.419851 -17.760 -17.760 2.284048 1.820357 5.340 n/a n/a
135 500.00 869.64 16.054088 0.9849502495227859 0.981298 -210132.532596 41.176946 7.060564 21.611735 -161.734338 636.304418 -18.059 -18.059 2.282232 1.829720 5.371 n/a n/a
137 500.00 869.91 16.187245 0.9849720361061073 0.981303 -211745.285277 41.538201 7.117089 21.795517 -163.012500 643.205725 -18.170 -18.170 2.282923 1.828083 5.353 n/a n/a
135 500.00 870.58 16.010603 0.9847133287281734 0.980965 -209749.700156 41.053575 7.044094 21.550859 -163.461961 632.381287 -17.823 -17.823 2.281596 1.825375 5.390 n/a n/a
136 500.00 864.65 15.826773 0.9854576937617917 0.981975 -207414.766185 40.507789 6.966491 21.287896 -155.695383 625.991496 -18.117 -18.117 2.279900 1.832909 5.420 n/a n/a
138 500.00 864.91 15.957203 0.9854930858486983 0.981999 -209000.296654 40.861575 7.021982 21.468083 -156.767650 632.697023 -18.240 -18.240 2.280551 1.831335 5.402 n/a n/a
136 500.00 865.56 15.781063 0.9852021957031287 0.981643 -206993.866029 40.377643 6.948863 21.223163 -157.300286 621.915420 -17.886 -17.886 2.279263 1.830687 5.440 n/a n/a
139 500.00 859.91 15.738731 0.9859691890263015 0.982651 -206394.317255 40.216091 6.931472 21.157033 -150.924514 622.745669 -18.321 -18.321 2.278285 1.836378 5.451 n/a n/a
137 500.00 859.66 15.610382 0.9859505485727167 0.982626 -204830.002449 39.868395 6.876816 20.979768 -150.025665 616.212064 -18.175 -18.175 2.277683 1.835581 5.468 n/a n/a
137 500.00 860.55 15.562655 0.9856761091568490 0.982294 -204373.893167 39.732059 6.858120 20.911500 -151.508864 611.989700 -17.949 -17.949 2.277044 1.835734 5.489 n/a n/a
140 500.00 854.92 15.530931 0.9864120544811832 0.983265 -203917.046832 39.599443 6.845235 20.861170 -145.481917 613.332980 -18.407 -18.407 2.276129 1.842200 5.499 n/a n/a
138 500.00 854.67 15.404207 0.9864247334593218 0.983260 -202369.534047 39.256850 6.791210 20.686263 -144.539362 606.828949 -18.252 -18.252 2.275558 1.839394 5.517 n/a n/a
138 500.00 855.53 15.354636 0.9861362511117050 0.982918 -201880.879592 39.114814 6.771576 20.614801 -146.072382 602.574876 -18.013 -18.013 2.274937 1.840304 5.538 n/a n/a
141 500.00 849.92 15.332935 0.9868324670684950 0.983848 -201558.482100 39.009408 6.762937 20.579320 -140.379178 604.402795 -18.499 -18.499 2.274079 1.848226 5.547 n/a n/a
139 500.00 849.68 15.208121 0.9868489975984550 0.983844 -200030.027972 38.672369 6.709628 20.406981 -139.467487 597.970099 -18.339 -18.339 2.273534 1.845038 5.565 n/a n/a
142 500.00 844.92 15.144086 0.9872294883331852 0.984398 -199310.576489 38.444197 6.684318 20.310534 -135.607340 595.931467 -18.596 -18.596 2.272132 1.854400 5.595 n/a n/a
139 500.00 850.51 15.156332 0.9865815242643152 0.983515 -199506.513694 38.524058 6.688963 20.332076 -140.978694 593.644587 -18.076 -18.076 2.272938 1.844326 5.587 n/a n/a
140 500.00 844.69 15.021159 0.9872433982643518 0.984391 -197800.773722 38.112583 6.631715 20.140692 -134.751367 589.582212 -18.430 -18.430 2.271612 1.851149 5.613 n/a n/a
143 500.00 839.93 14.963746 0.9876014482304460 0.984913 -197165.502315 37.902084 6.609129 20.053891 -131.163713 587.899461 -18.699 -18.699 2.270283 1.860637 5.643 n/a n/a
140 500.00 845.50 14.967095 0.9870105385348874 0.984082 -197242.793835 37.958017 6.610025 20.062380 -136.219373 585.175351 -18.140 -18.140 2.271041 1.847709 5.635 n/a n/a
141 500.00 839.70 14.842590 0.9876130891715523 0.984904 -195673.133699 37.575591 6.557189 19.886389 -130.357600 581.626909 -18.528 -18.528 2.269786 1.857327 5.660 n/a n/a
144 500.00 834.93 14.791284 0.9879453790016681 0.985389 -195115.482590 37.381364 6.537123 19.808485 -127.055746 580.293237 -18.809 -18.809 2.268529 1.866806 5.690 n/a n/a
141 500.00 840.48 14.786294 0.9874211687995968 0.984618 -195081.921622 37.414976 6.534507 19.804792 -131.778154 577.138833 -18.206 -18.206 2.269243 1.850477 5.683 n/a n/a
142 500.00 834.71 14.671796 0.9879551447734062 0.985378 -193639.471643 37.059722 6.485807 19.643182 -126.293363 574.090836 -18.631 -18.631 2.268055 1.863442 5.708 n/a n/a
145 500.00 829.93 14.626059 0.9882558089156922 0.985819 -193152.524722 36.880308 6.468052 19.573388 -123.309401 573.109571 -18.926 -18.926 2.266867 1.872685 5.737 n/a n/a
143 500.00 829.72 14.508147 0.9882642045307053 0.985806 -191691.941446 36.563279 6.417327 19.410163 -122.583653 566.970566 -18.741 -18.741 2.266414 1.869282 5.755 n/a n/a
142 500.00 835.46 14.613342 0.9878067529552722 0.985136 -193016.464259 36.893351 6.462110 19.558393 -127.446735 569.383425 -18.297 -18.297 2.267520 1.855013 5.731 n/a n/a
146 500.00 824.93 14.467375 0.9757318493315903 0.968436 -191296.021775 36.371514 6.435294 19.323003 -211.916799 618.724643 -19.111 -19.111 2.265067 1.728465 5.774 n/a n/a
143 500.00 830.45 14.448209 0.9881271440571187 0.985581 -191044.203787 36.392605 6.392876 19.322938 -123.627634 562.149313 -18.395 -18.395 2.265888 1.860902 5.779 n/a n/a
144 500.00 824.73 14.350962 0.9777157764923687 0.971161 -189845.522749 36.063061 6.379671 19.165717 -196.307858 604.163921 -18.906 -18.906 2.264665 1.738218 5.794 n/a n/a
147 500.00 819.94 14.132100 0.9630554550295940 0.951262 -187099.027623 35.430955 6.322543 18.835666 -293.963464 655.065862 -19.348 -19.348 2.262904 1.694323 5.798 n/a n/a
144 500.00 825.43 14.289730 0.9879441871396055 0.985324 -189153.245532 35.909078 6.327569 19.096093 -123.484217 557.206862 -18.500 -18.500 2.264334 1.855141 5.826 n/a n/a
